full_text,case_folding CPMK2,preprocessing CPMK3,final_label,preprocessing,label,confidence
xwonusvt kalau gue sudah ngambek gamau main fish,xwonusvt kalau gue sudah ngambek gamau main fish,xwonusvt ngambek main,positive,xwonusvt ngambek main,,0.4685730039316457
kindayappin sudah lama pensiun fish kak,kindayappin sudah lama pensiun fish kak,kindayappin pensiun,negative,kindayappin pensiun,,0.37964745873476796
fish ikan itu fish pokoknya,fish ikan itu fish pokoknya,pokok,negative,pokok,,0.4116241509474302
ini hoax pengumuman resmi cuma di-share moderator announcements discord fish,ini hoax pengumuman resmi cuma di-share moderator announcements discord fish,hoax umum resmi share moderator announcements discord,positive,hoax umum resmi share moderator announcements discord,,0.5198789769295356
woy sumpah aku iseng klaim kuota emergency 100mb login fish tidak nyampe menit sudah abis anjing,woy sumpah aku iseng klaim kuota emergency 100mb login fish tidak nyampe menit sudah abis anjing,woy sumpah iseng klaim kuota emergency login nyampe menit habis,negative,woy sumpah iseng klaim kuota emergency login nyampe menit habis,,0.5489587391962801
jarang2 pasien sakjiw fish public server jarinya pada gerak semua dan ngeboost server pokoknya makasih banget lov banyak banyak https //t.co/rg9u5ovvqc,jarang2 pasien sakjiw fish public server jarinya pada gerak semua dan ngeboost server pokoknya makasih banget lov banyak banyak https //t.co/rg9u5ovvqc,jarang pasien sakjiw public server jari gerak ngeboost server pokok makasih lov ovvqc,positive,jarang pasien sakjiw public server jari gerak ngeboost server pokok makasih lov ovvqc,,0.4660457027568019
apakah bener kalau malem durasi boost jam kalau siang jam sender penasaran nyoba server itupun pt2 discord tertawa menuju update fish roblox besok apakah ada secret naik kalau tidak kebangetan talon https //t.co/fw0hhbd1df,apakah bener kalau malem durasi boost jam kalau siang jam sender penasaran nyoba server itupun pt2 discord tertawa menuju update fish roblox besok apakah ada secret naik kalau tidak kebangetan talon https //t.co/fw0hhbd1df,bener malem durasi boost jam siang jam penasaran coba server itu discord tawa update roblox besok secret banget talon hhbd,positive,bener malem durasi boost jam siang jam penasaran coba server itu discord tawa update roblox besok secret banget talon hhbd,,0.38127787717897954
lagi yang mau luck server jam fish langsung gaskeun yang ngangkat kraken/mega dapet hadiah yang dapet sekret pertama dapet ikan lucu/gosrek/blob shark sudah play kali dari kemaren dan akhir kadang bonus selama sejam https //t.co/sgh0ujmqx6,lagi yang mau luck server jam fish langsung gaskeun yang ngangkat kraken/mega dapet hadiah yang dapet sekret pertama dapet ikan lucu/gosrek/blob shark sudah play kali dari kemaren dan akhir kadang bonus selama sejam https //t.co/sgh0ujmqx6,luck server jam langsung gaskeun angkat kraken mega hadiah sekret lucu ghost shark blob shark play kemaren kadang bonus jam sgh ujmqx,positive,luck server jam langsung gaskeun angkat kraken mega hadiah sekret lucu ghost shark blob shark play kemaren kadang bonus jam sgh ujmqx,,0.42230000362318026
txtfromroblox ayukk tapi aku tidak main fish mainnya ama horor,txtfromroblox ayukk tapi aku tidak main fish mainnya ama horor,ayukk main main ama horor,positive,ayukk main main ama horor,,0.4656134555332716
fish roblox akun kedua 78k caught lvl 370+ ares cursed sebelumnya cuma dapet secret blob+ghost pake astral sedangkan akun pertama 150k++ caught masih nyangkut 1/800m ganti yang kedua aja kali https //t.co/ioya8qsfi5,fish roblox akun kedua 78k caught lvl 370+ ares cursed sebelumnya cuma dapet secret blob+ghost pake astral sedangkan akun pertama 150k++ caught masih nyangkut 1/800m ganti yang kedua aja kali https //t.co/ioya8qsfi5,roblox akun caught lvl ares cursed secret blob ghost pakai astral akun caught nyangkut ganti ioya qsfi,positive,roblox akun caught lvl ares cursed secret blob ghost pakai astral akun caught nyangkut ganti ioya qsfi,,0.4409353867298035
tanyakanrl amann ini aku reply redmi pad kok kalau apk kebanyakan mungkin iya pad aku isinya materi belajar sama roblox tertawa tapi soo far aman speaker gahar batre awet aku diemin main fish jam cuma turun aku pake dari tanggal september karena dikasih temenku dan baru,tanyakanrl amann ini aku reply redmi pad kok kalau apk kebanyakan mungkin iya pad aku isinya materi belajar sama roblox tertawa tapi soo far aman speaker gahar batre awet aku diemin main fish jam cuma turun aku pake dari tanggal september karena dikasih temenku dan baru,tanyakanrl amann reply redmi pad apk banyak pad isi materi ajar roblox tawa soo far aman speaker gahar batre awet diemin main jam turun pakai tanggal september kasih teman aku,negative,tanyakanrl amann reply redmi pad apk banyak pad isi materi ajar roblox tawa soo far aman speaker gahar batre awet diemin main jam turun pakai tanggal september kasih teman aku,,0.4228630470834277
semoga kita diberikan kesabaran seluas lautan fish,semoga kita diberikan kesabaran seluas lautan fish,sabar luas laut,positive,sabar luas laut,,0.46150617352678286
knp ngepush summit gunung roblox sambil digendong lowkey feels like lagi afk fish apalagi temen kamu diem aja kagak ngmng apa,knp ngepush summit gunung roblox sambil digendong lowkey feels like lagi afk fish apalagi temen kamu diem aja kagak ngmng apa,ngepush summit gunung roblox gendong lowkey feels like away from keyboard teman diam kagak ngmng,positive,ngepush summit gunung roblox gendong lowkey feels like away from keyboard teman diam kagak ngmng,,0.43848715031531194
vbeomie pantes gue beruntung banget fish,vbeomie pantes gue beruntung banget fish,vbeomie pantes untung,neutral,vbeomie pantes untung,,0.4844835608068279
yyaauo login roblox- gitu open map fish it- gitu afk tinggalin tidur,yyaauo login roblox- gitu open map fish it- gitu afk tinggalin tidur,yyaauo login roblox open map away from keyboard tinggalin tidur,positive,yyaauo login roblox open map away from keyboard tinggalin tidur,,0.4408072581385111
org jago jago banget main fish apa emg gue aja yang males nungguin gue mending merintis resto gue sudah daripada nunggu mancing,org jago jago banget main fish apa emg gue aja yang males nungguin gue mending merintis resto gue sudah daripada nunggu mancing,orang jago jago main malas nungguin rintis resto nunggu pancing,negative,orang jago jago main malas nungguin rintis resto nunggu pancing,,0.4095909726125499
knp org org pada marah main fish,knp org org pada marah main fish,orang orang marah main,negative,orang orang marah main,,0.5648496013277045
roblox ini kenapa kakak-kakak aku main fish tiba-tiba aja jadi tidak bisa huhuhu https //t.co/kqhlgfons7,roblox ini kenapa kakak-kakak aku main fish tiba-tiba aja jadi tidak bisa huhuhu https //t.co/kqhlgfons7,roblox main huhuhu kqhlgfons,positive,roblox main huhuhu kqhlgfons,,0.561907911310471
estrarossax kakk maaf baru aku add back aku lagi rest fish dulu besok/kamis baru lagi sepertinyaa,estrarossax kakk maaf baru aku add back aku lagi rest fish dulu besok/kamis baru lagi sepertinyaa,estrarossax maaf add back rest besok kamis sepertinyaa,positive,estrarossax maaf add back rest besok kamis sepertinyaa,,0.4016996975459001
gumokki pantes anjing tiap fish mulu aku sudah mulai bosen maen roblox nya sekarang lagi,gumokki pantes anjing tiap fish mulu aku sudah mulai bosen maen roblox nya sekarang lagi,gumokki pantes bosen main roblox,positive,gumokki pantes bosen main roblox,,0.5380439235756087
jayvinlv okeehh bentar aku masih fish wkwkwkwk nanti kalau sudah aku add aku kabari yess,jayvinlv okeehh bentar aku masih fish wkwkwkwk nanti kalau sudah aku add aku kabari yess,jayvinlv okeehh bentar wkwkwkwk add kabar yess,negative,jayvinlv okeehh bentar wkwkwkwk add kabar yess,,0.4175996467360989
rill ucup nya pendekar laut fish,rill ucup nya pendekar laut fish,real ucup pendekar laut,negative,real ucup pendekar laut,,0.5010065508602679
lost spark fish doang najis gue mau pensiun aja rasanya,lost spark fish doang najis gue mau pensiun aja rasanya,lost spark najis pensiun,negative,lost spark najis pensiun,,0.4834745837332371
lalysfa_ saveyourthears dia penghuni fish kaak aku kurang tau tapi pas ada yang mau farming coin katanya jangan dulu volcano,lalysfa_ saveyourthears dia penghuni fish kaak aku kurang tau tapi pas ada yang mau farming coin katanya jangan dulu volcano,lalysfa saveyourthears huni kaak farming coin volcano,positive,lalysfa saveyourthears huni kaak farming coin volcano,,0.467632541195766
fish bikin gue galauu anjing,fish bikin gue galauu anjing,galauu,negative,galauu,,0.4116241509474302
day main fish lgsg level 121 ahahahhaa https //t.co/rbprzb2dsl,day main fish lgsg level 121 ahahahhaa https //t.co/rbprzb2dsl,day main lgsg level ahahahhaa rbprzb dsl,positive,day main lgsg level ahahahhaa rbprzb dsl,,0.46975378757899733
rieaver emg malesin sudah pdhl gue belum namatin fish,rieaver emg malesin sudah pdhl gue belum namatin fish,rieaver malesin pdhl namatin,negative,rieaver malesin pdhl namatin,,0.4464539128901436
tinnixtus sama lagi tapi goalsku tahun ini adalah menamatkan semua gunung robloks aku tidak main fish lagi katanya itu game bikin stres,tinnixtus sama lagi tapi goalsku tahun ini adalah menamatkan semua gunung robloks aku tidak main fish lagi katanya itu game bikin stres,tinnixtus goalsku tamat gunung robloks main game stres,negative,tinnixtus goalsku tamat gunung robloks main game stres,,0.621246980826122
tuhan knp aku manusia knp tidak jadi kraken fish aja,tuhan knp aku manusia knp tidak jadi kraken fish aja,tuhan manusia kraken,positive,tuhan manusia kraken,,0.45464282225982977
lovelifelouii aaronuknows hidup fish https //t.co/ljq55trap4,lovelifelouii aaronuknows hidup fish https //t.co/ljq55trap4,lovelifelouii aaronuknows hidup ljq trap,positive,lovelifelouii aaronuknows hidup ljq trap,,0.4304753306971765
avozne wkwkw cod skin pancingan kaka gitu kamu main fish juga kak,avozne wkwkw cod skin pancingan kaka gitu kamu main fish juga kak,avozne wkwkw cod skin pancing kaka main,positive,avozne wkwkw cod skin pancing kaka main,,0.4343182397498058
gawatt aku serbuu sama para pemancing fish yang mau skin pancingan perahu gamepass fish bisa kita cod satu server xixi https //t.co/lqr3wpvsbw,gawatt aku serbuu sama para pemancing fish yang mau skin pancingan perahu gamepass fish bisa kita cod satu server xixi https //t.co/lqr3wpvsbw,gawatt serbuu pancing skin pancing perahu gamepass cod server xixi lqr wpvsbw,positive,gawatt serbuu pancing skin pancing perahu gamepass cod server xixi lqr wpvsbw,,0.5092041032535981
gue mau afk fish pun tidak bisa anjing discord mulu taik,gue mau afk fish pun tidak bisa anjing discord mulu taik,away from keyboard discord taik,positive,away from keyboard discord taik,,0.4417082132751746
lethalstirke sama dong aku lagi main roslok afk fish lagi sama santai santai aja sih soalnya baru pulang juga sudah barusan liu sudah,lethalstirke sama dong aku lagi main roslok afk fish lagi sama santai santai aja sih soalnya baru pulang juga sudah barusan liu sudah,lethalstirke main roslok away from keyboard santai santai pulang barusan liu,positive,lethalstirke main roslok away from keyboard santai santai pulang barusan liu,,0.4154227630789355
main fish sudah seperti main judol,main fish sudah seperti main judol,main main judol,positive,main main judol,,0.4685730039316457
sulkingcatkei sudah update belum fish,sulkingcatkei sudah update belum fish,sulkingcatkei update,positive,sulkingcatkei update,,0.6200744274329072
gig fish mau skin pancingan nyaa,gig fish mau skin pancingan nyaa,gig skin pancing nyaa,positive,gig skin pancing nyaa,,0.41977838407589246
nuniyeo publik server fish psti pda begini,nuniyeo publik server fish psti pda begini,nuniyeo publik server psti pda,positive,nuniyeo publik server psti pda,,0.4924777568233117
cil login seperti kita summit main masak²an lagi sudah kakak galau gbisa masuk server fish tmn² kakak,cil login seperti kita summit main masak²an lagi sudah kakak galau gbisa masuk server fish tmn² kakak,cil login summit main masak an galau gbisa masuk server tmn,negative,cil login summit main masak an galau gbisa masuk server tmn,,0.4600426432528197
efek tidak buka fish hari baru sadar ternyata sempet dapet secret https //t.co/on4tytorsc,efek tidak buka fish hari baru sadar ternyata sempet dapet secret https //t.co/on4tytorsc,efek buka sadar sempet secret tytorsc,positive,efek buka sadar sempet secret tytorsc,,0.4697454819889334
hyeon berlayar sama youngre gue berhenti main fish,hyeon berlayar sama youngre gue berhenti main fish,hyeon layar youngre henti main,positive,hyeon layar youngre henti main,,0.41442256689171325
nolapantuju aku fish afk seharian,nolapantuju aku fish afk seharian,nolapantuju away from keyboard hari,positive,nolapantuju away from keyboard hari,,0.38273924873951903
hari hari cuman main fish,hari hari cuman main fish,main,positive,main,,0.4685730039316457
ajarin aku fish,ajarin aku fish,ajarin,positive,ajarin,,0.5353409894189484
besok ada undang-undang yang main fish lebih dari jam bakalan dipenjara,besok ada undang-undang yang main fish lebih dari jam bakalan dipenjara,besok undang undang main jam penjara,negative,besok undang undang main jam penjara,,0.41998229015493005
amjethyst casting spell semoga semua luck fish lari pacarku,amjethyst casting spell semoga semua luck fish lari pacarku,amjethyst casting spell luck lari pacar,positive,amjethyst casting spell luck lari pacar,,0.39959271186064277
roblox update fish tuh sebenarnya kpn gusy,roblox update fish tuh sebenarnya kpn gusy,roblox update kpn gusy,positive,roblox update kpn gusy,,0.6366110617166842
jinmmai boleh aja tapi diem diem hihihi ade suka memancing fish kalau nanjak dimana aja sih yang penting gendong karna ade sangat domtol,jinmmai boleh aja tapi diem diem hihihi ade suka memancing fish kalau nanjak dimana aja sih yang penting gendong karna ade sangat domtol,jinmmai diam diam hihihi ade suka pancing nanjak gendong ade domtol,positive,jinmmai diam diam hihihi ade suka pancing nanjak gendong ade domtol,,0.49444213043293067
fyp tiktok aku sekarang isinya sudah didominai sama violence district bukan fish lagi,fyp tiktok aku sekarang isinya sudah didominai sama violence district bukan fish lagi,fyp tiktok isi didominai violence district,negative,fyp tiktok isi didominai violence district,,0.5071534831437597
fitur trade fish sudah bisa belum sih mau malak orang,fitur trade fish sudah bisa belum sih mau malak orang,fitur trade malak orang,negative,fitur trade malak orang,,0.3851713463088671
wtp ikan mitos fish pertama akuu lucu banget tidak sama sama biruuw nyaa https //t.co/fqfmufdgaw,wtp ikan mitos fish pertama akuu lucu banget tidak sama sama biruuw nyaa https //t.co/fqfmufdgaw,wtp mitos akuu lucu biruuw nyaa fqfmufdgaw,positive,wtp mitos akuu lucu biruuw nyaa fqfmufdgaw,,0.5648135003357843
