full_text,case_folding CPMK2,preprocessing CPMK3,label
rsosier gue bikin akun baru khusus fish,rsosier gue bikin akun baru khusus fish,rsosier akun khusus,nan
fish diundur lagi updatenya,fish diundur lagi updatenya,undur updatenya,nan
emg buat ngasi gift fish ada ketentuannya kah join server temenku trus ada yang deketin aku kutanya kenapa kak dijawab sama kakaknya oalah belum bisa digift belum dibuka sama talon nya itu maksudnya bagaimana guys,emg buat ngasi gift fish ada ketentuannya kah join server temenku trus ada yang deketin aku kutanya kenapa kak dijawab sama kakaknya oalah belum bisa digift belum dibuka sama talon nya itu maksudnya bagaimana guys,ngasi gift tentu join server teman aku trus deketin kuta kakak oalah digift buka talon maksud,nan
iiburan aku sudah resmi hiatus fish dari kemaren soalnya redfingernya abis aowlwowowok,iiburan aku sudah resmi hiatus fish dari kemaren soalnya redfingernya abis aowlwowowok,iiburan resmi hiatus kemaren redfingernya habis aowlwowowok,nan
kanye fish dicks but fih dih,kanye fish dicks but fih dih,kanye dicks but fih dih,nan
gue sudah hari tidak main fish karena muak tidak pernah dapet secret,gue sudah hari tidak main fish karena muak tidak pernah dapet secret,main muak secret,nan
roblox fish guys maaf kenapa pada seneng banget mancing deketin user lain deket banget pokoknya padahal tidak kenal apalagi pake skin yang baru itu bikin silau jadinya kalau jauhan mah aman2 aja ini nempel banget bukannya hoki2an tidak peduli spot,roblox fish guys maaf kenapa pada seneng banget mancing deketin user lain deket banget pokoknya padahal tidak kenal apalagi pake skin yang baru itu bikin silau jadinya kalau jauhan mah aman2 aja ini nempel banget bukannya hoki2an tidak peduli spot,roblox maaf neng pancing deketin user deket pokok kenal pakai skin silau jauh aman nempel hoki peduli spot,nan
txtdariafa lebih sering gambar rafa celana bolong daripada dapet secret fish,txtdariafa lebih sering gambar rafa celana bolong daripada dapet secret fish,txtdariafa gambar rafa celana bolong secret,nan
kamu bunuhdiri fish heheh,kamu bunuhdiri fish heheh,bunuhdiri heheh,nan
teman gue baru main fish kemarin langsung dpet 1/500k jink caughtnya blum nyampe 5.00an,teman gue baru main fish kemarin langsung dpet 1/500k jink caughtnya blum nyampe 5.00an,teman main kemarin langsung jink caughtnya blum nyampe,nan
lupa update akhirnya day dapet mitos amp malah dispamm ikan jele itu akhirnya bisa melihat matahari fish https //t.co/umjcylokxq,lupa update akhirnya day dapet mitos amp malah dispamm ikan jele itu akhirnya bisa melihat matahari fish https //t.co/umjcylokxq,lupa update day mitos dispamm jele matahari umjcylokxq,nan
tadinya gue gitu sender sebelum gue akhirnya bertemu fish jdi ketagihan main map fish anjing,tadinya gue gitu sender sebelum gue akhirnya bertemu fish jdi ketagihan main map fish anjing,temu jdi tagih main map,neutral
slmt aku sudah sehari tidak login fish capek banget,slmt aku sudah sehari tidak login fish capek banget,slmt hari login capek,nan
roblox lama lama kita yang dikerjain sama ini talon babi katanya update fish jam 4.45 tapi delay lagi 4.55 terus delay lagi 5.00 delay aja terus anjing,roblox lama lama kita yang dikerjain sama ini talon babi katanya update fish jam 4.45 tapi delay lagi 4.55 terus delay lagi 5.00 delay aja terus anjing,roblox dikerjain talon babi update jam delay delay delay,nan
its_rex46 bhiayy caranya bagaimana kok discord fish tidak ada https //t.co/ky5cjse9b9,its_rex46 bhiayy caranya bagaimana kok discord fish tidak ada https //t.co/ky5cjse9b9,its rex bhiayy discord cjse,nan
mana ini fish belum apdet dobel enchant buruan itu megalodon nelponin gue mulu lon talon,mana ini fish belum apdet dobel enchant buruan itu megalodon nelponin gue mulu lon talon,apdet dobel enchant buru megalodon nelponin lon talon,nan
apasih njir update fish mundur mulu,apasih njir update fish mundur mulu,apasih njir update mundur,nan
txtfromroblox fish kah kalau iya join aja sini nanti bakal ada boost ges https //t.co/tkhb7y3fm3,txtfromroblox fish kah kalau iya join aja sini nanti bakal ada boost ges https //t.co/tkhb7y3fm3,join boost ges tkhb,nan
yang ngajak antartika yang ngajak fish yang ngajak fisch bagi tiga aja gaksi gueteh,yang ngajak antartika yang ngajak fish yang ngajak fisch bagi tiga aja gaksi gueteh,ngajak antartika ngajak ngajak fisch gaksi gueteh,nan
nyari temen main bareng fish yang suka mancing sambil discord ngobrolin apa aja walau roblox nya afk mancing plss ayo kita discord gabutt anjing sambil scroll scroll atau tiktok gass aja yang penting ada temen tertawa,nyari temen main bareng fish yang suka mancing sambil discord ngobrolin apa aja walau roblox nya afk mancing plss ayo kita discord gabutt anjing sambil scroll scroll atau tiktok gass aja yang penting ada temen tertawa,cari teman main bareng suka pancing discord ngobrolin roblox away from keyboard pancing plss discord gabutt scroll scroll tiktok gas teman tawa,neutral
ini map fish kah kamu pake script kah kalau pake script jelas bann,ini map fish kah kamu pake script kah kalau pake script jelas bann,map pakai script pakai script bann,nan
sudah kena ini psikis gue jam segini kebangun lgsg isi tas hasil pancingan kami adalah pejuang lautan fish https //t.co/gqdmuqymlo,sudah kena ini psikis gue jam segini kebangun lgsg isi tas hasil pancingan kami adalah pejuang lautan fish https //t.co/gqdmuqymlo,psikis jam gin bangun lgsg isi tas hasil pancing juang laut gqdmuqymlo,nan
sumpah gue ketiduran dua jam gitu sambil main fish batre gue dari jadi ajgg terus liat lah ikan yang gue tangkep sampai 800 https //t.co/y94w8y4bd6,sumpah gue ketiduran dua jam gitu sambil main fish batre gue dari jadi ajgg terus liat lah ikan yang gue tangkep sampai 800 https //t.co/y94w8y4bd6,sumpah tidur jam main batre ajgg lihat tangkep,nan
reska__ main pvb dan fish ajhh https //t.co/tsyk9fodgl,reska__ main pvb dan fish ajhh https //t.co/tsyk9fodgl,reska main pvb ajhh tsyk fodgl,nan
mauu tapi aku main fish aja bibbie31,mauu tapi aku main fish aja bibbie31,mauu main bibbie,nan
ingat login fish selalu sehabis jogging tandanya sudah kronis https //t.co/umbrinn64j,ingat login fish selalu sehabis jogging tandanya sudah kronis https //t.co/umbrinn64j,login habis jogging tanda kronis umbrinn,nan
pwettynxde ayoo kita fish bareng tertawa,pwettynxde ayoo kita fish bareng tertawa,pwettynxde ayoo bareng tawa,nan
wkkwkw ada yang donate dari server fish https //t.co/cusgkxlcxn,wkkwkw ada yang donate dari server fish https //t.co/cusgkxlcxn,wkkwkw donate server cusgkxlcxn,nan
nyoba afk fish pake acc baru ^__^ kalau wangi aku mainin acc nga,nyoba afk fish pake acc baru ^__^ kalau wangi aku mainin acc nga,coba away from keyboard pakai account bagus mainin account nga,nan
looking for friend amp moots roblox aku biasanya main gunung gag fish evade amp amp also map voice feel free untuk ajak aku main drop usn nanti aku add https //t.co/1eh4dljss5,looking for friend amp moots roblox aku biasanya main gunung gag fish evade amp amp also map voice feel free untuk ajak aku main drop usn nanti aku add https //t.co/1eh4dljss5,looking for friend moots roblox main gunung evade also map voice feel free ajak main drop usn add dljss,nan
xwonusvt kalau gue sudah ngambek gamau main fish,xwonusvt kalau gue sudah ngambek gamau main fish,xwonusvt ngambek main,nan
kindayappin sudah lama pensiun fish kak,kindayappin sudah lama pensiun fish kak,kindayappin pensiun,nan
fish ikan itu fish pokoknya,fish ikan itu fish pokoknya,pokok,nan
ini hoax pengumuman resmi cuma di-share moderator announcements discord fish,ini hoax pengumuman resmi cuma di-share moderator announcements discord fish,hoax umum resmi share moderator announcements discord,nan
woy sumpah aku iseng klaim kuota emergency 100mb login fish tidak nyampe menit sudah abis anjing,woy sumpah aku iseng klaim kuota emergency 100mb login fish tidak nyampe menit sudah abis anjing,woy sumpah iseng klaim kuota emergency login nyampe menit habis,nan
jarang2 pasien sakjiw fish public server jarinya pada gerak semua dan ngeboost server pokoknya makasih banget lov banyak banyak https //t.co/rg9u5ovvqc,jarang2 pasien sakjiw fish public server jarinya pada gerak semua dan ngeboost server pokoknya makasih banget lov banyak banyak https //t.co/rg9u5ovvqc,jarang pasien sakjiw public server jari gerak ngeboost server pokok makasih lov ovvqc,nan
apakah bener kalau malem durasi boost jam kalau siang jam sender penasaran nyoba server itupun pt2 discord tertawa menuju update fish roblox besok apakah ada secret naik kalau tidak kebangetan talon https //t.co/fw0hhbd1df,apakah bener kalau malem durasi boost jam kalau siang jam sender penasaran nyoba server itupun pt2 discord tertawa menuju update fish roblox besok apakah ada secret naik kalau tidak kebangetan talon https //t.co/fw0hhbd1df,bener malem durasi boost jam siang jam penasaran coba server itu discord tawa update roblox besok secret banget talon hhbd,nan
lagi yang mau luck server jam fish langsung gaskeun yang ngangkat kraken/mega dapet hadiah yang dapet sekret pertama dapet ikan lucu/gosrek/blob shark sudah play kali dari kemaren dan akhir kadang bonus selama sejam https //t.co/sgh0ujmqx6,lagi yang mau luck server jam fish langsung gaskeun yang ngangkat kraken/mega dapet hadiah yang dapet sekret pertama dapet ikan lucu/gosrek/blob shark sudah play kali dari kemaren dan akhir kadang bonus selama sejam https //t.co/sgh0ujmqx6,luck server jam langsung gaskeun angkat kraken mega hadiah sekret lucu ghost shark blob shark play kemaren kadang bonus jam sgh ujmqx,nan
txtfromroblox ayukk tapi aku tidak main fish mainnya ama horor,txtfromroblox ayukk tapi aku tidak main fish mainnya ama horor,ayukk main main ama horor,nan
pengen nyobain ikutan fish tapi takut akun aku bau level 290 masih belom dpt,pengen nyobain ikutan fish tapi takut akun aku bau level 290 masih belom dpt,ken nyobain ikut takut akun bau level,neutral
fish roblox akun kedua 78k caught lvl 370+ ares cursed sebelumnya cuma dapet secret blob+ghost pake astral sedangkan akun pertama 150k++ caught masih nyangkut 1/800m ganti yang kedua aja kali https //t.co/ioya8qsfi5,fish roblox akun kedua 78k caught lvl 370+ ares cursed sebelumnya cuma dapet secret blob+ghost pake astral sedangkan akun pertama 150k++ caught masih nyangkut 1/800m ganti yang kedua aja kali https //t.co/ioya8qsfi5,roblox akun caught lvl ares cursed secret blob ghost pakai astral akun caught nyangkut ganti ioya qsfi,nan
tanyakanrl amann ini aku reply redmi pad kok kalau apk kebanyakan mungkin iya pad aku isinya materi belajar sama roblox tertawa tapi soo far aman speaker gahar batre awet aku diemin main fish jam cuma turun aku pake dari tanggal september karena dikasih temenku dan baru,tanyakanrl amann ini aku reply redmi pad kok kalau apk kebanyakan mungkin iya pad aku isinya materi belajar sama roblox tertawa tapi soo far aman speaker gahar batre awet aku diemin main fish jam cuma turun aku pake dari tanggal september karena dikasih temenku dan baru,tanyakanrl amann reply redmi pad apk banyak pad isi materi ajar roblox tawa soo far aman speaker gahar batre awet diemin main jam turun pakai tanggal september kasih teman aku,nan
butuh banget teman main fish bingung kalau dapat secret pamer kemana,butuh banget teman main fish bingung kalau dapat secret pamer kemana,butuh teman main bingung secret pamer,neutral
semoga kita diberikan kesabaran seluas lautan fish,semoga kita diberikan kesabaran seluas lautan fish,sabar luas laut,nan
knp ngepush summit gunung roblox sambil digendong lowkey feels like lagi afk fish apalagi temen kamu diem aja kagak ngmng apa,knp ngepush summit gunung roblox sambil digendong lowkey feels like lagi afk fish apalagi temen kamu diem aja kagak ngmng apa,ngepush summit gunung roblox gendong lowkey feels like away from keyboard teman diam kagak ngmng,nan
vbeomie pantes gue beruntung banget fish,vbeomie pantes gue beruntung banget fish,vbeomie pantes untung,nan
yyaauo login roblox- gitu open map fish it- gitu afk tinggalin tidur,yyaauo login roblox- gitu open map fish it- gitu afk tinggalin tidur,yyaauo login roblox open map away from keyboard tinggalin tidur,nan
org jago jago banget main fish apa emg gue aja yang males nungguin gue mending merintis resto gue sudah daripada nunggu mancing,org jago jago banget main fish apa emg gue aja yang males nungguin gue mending merintis resto gue sudah daripada nunggu mancing,orang jago jago main malas nungguin rintis resto nunggu pancing,nan
knp org org pada marah main fish,knp org org pada marah main fish,orang orang marah main,nan
roblox ini kenapa kakak-kakak aku main fish tiba-tiba aja jadi tidak bisa huhuhu https //t.co/kqhlgfons7,roblox ini kenapa kakak-kakak aku main fish tiba-tiba aja jadi tidak bisa huhuhu https //t.co/kqhlgfons7,roblox main huhuhu kqhlgfons,nan
estrarossax kakk maaf baru aku add back aku lagi rest fish dulu besok/kamis baru lagi sepertinyaa,estrarossax kakk maaf baru aku add back aku lagi rest fish dulu besok/kamis baru lagi sepertinyaa,estrarossax maaf add back rest besok kamis sepertinyaa,nan
dari fish kita belajar semua punya proses masing-masing ‍↔️,dari fish kita belajar semua punya proses masing-masing ‍↔️,ajar proses left right arrow,neutral
gumokki pantes anjing tiap fish mulu aku sudah mulai bosen maen roblox nya sekarang lagi,gumokki pantes anjing tiap fish mulu aku sudah mulai bosen maen roblox nya sekarang lagi,gumokki pantes bosen main roblox,nan
jayvinlv okeehh bentar aku masih fish wkwkwkwk nanti kalau sudah aku add aku kabari yess,jayvinlv okeehh bentar aku masih fish wkwkwkwk nanti kalau sudah aku add aku kabari yess,jayvinlv okeehh bentar wkwkwkwk add kabar yess,nan
kangen banget fish yang update tiap jam subuh dan tepat waktu banget huwaa,kangen banget fish yang update tiap jam subuh dan tepat waktu banget huwaa,kangen update jam subuh huwaa,neutral
rill ucup nya pendekar laut fish,rill ucup nya pendekar laut fish,real ucup pendekar laut,nan
lost spark fish doang najis gue mau pensiun aja rasanya,lost spark fish doang najis gue mau pensiun aja rasanya,lost spark najis pensiun,nan
lalysfa_ saveyourthears dia penghuni fish kaak aku kurang tau tapi pas ada yang mau farming coin katanya jangan dulu volcano,lalysfa_ saveyourthears dia penghuni fish kaak aku kurang tau tapi pas ada yang mau farming coin katanya jangan dulu volcano,lalysfa saveyourthears huni kaak farming coin volcano,nan
fish bikin gue galauu anjing,fish bikin gue galauu anjing,galauu,nan
day main fish lgsg level 121 ahahahhaa https //t.co/rbprzb2dsl,day main fish lgsg level 121 ahahahhaa https //t.co/rbprzb2dsl,day main lgsg level ahahahhaa rbprzb dsl,nan
rieaver emg malesin sudah pdhl gue belum namatin fish,rieaver emg malesin sudah pdhl gue belum namatin fish,rieaver malesin pdhl namatin,nan
tinnixtus sama lagi tapi goalsku tahun ini adalah menamatkan semua gunung robloks aku tidak main fish lagi katanya itu game bikin stres,tinnixtus sama lagi tapi goalsku tahun ini adalah menamatkan semua gunung robloks aku tidak main fish lagi katanya itu game bikin stres,tinnixtus goalsku tamat gunung robloks main game stres,nan
