content,score,app,content_clean
"mau ambil akun dulu yang di hp satunya malah gak bisa malah ada gambar di kira maling ,eh blog ini akunya soalnya udah premium akun pertama juga tolong perbaiki anj",1,dana,ambil akun satu malah malah gambar kira maling blog aku soal premium akun pertama baik
keren,5,dana,keren
sangat membantu sekali gak ada potongan,5,dana,sangat bantu sekali potong
sangat membantu,5,dana,sangat bantu
ok,5,dana,
bagus,5,dana,bagus
kenapa akun saya di tangguh kan di perangkat org lain bisa masuk perangkat saya kok di tangguh kan,1,dana,akun tangguh perangkat masuk perangkat tangguh
saya mau ngirim uang di tolak alasan keamanan jijik gua,1,dana,kirim uang tolak alas aman jijik
Yess sangat membantu,5,dana,sangat bantu
bagus sekali,5,dana,bagus sekali
keren,5,dana,keren
good,5,dana,good
nomor rekening kok tdk muncul,5,dana,nomor rekening muncul
nice terbaik. tapi aku mau vitur dana cicil.nya di munculkan di danaku🥺🙏,5,dana,nice baik vitur cicil muncul dana
tolong kasih dana cicil nya,5,dana,kasih cicil
"Tolong scepatny perbaiki fitur bayar/smartpay di aplikasi dana versi terbaru tidak bisa digunakan atau buka karena suka bug/eror pada aplikasi dana ubah total sistem & tampilan luar dalamny menjadi lebih gagah modern banget seperti tap-to pay kirim/terima uang sesama kesemua dompet digital antar bank pesan langsung berbasis teknisi digital super ai yang lebih canggi banget desain kartu debit virtual yng lebih kekinian/modern pnggialn suara/vidio yg lbih tinggi bnget hd+10, fhd+11, uhd+12, qhd+13",5,dana,scepatny baik fitur bayarsmartpay versi baru guna buka suka bugeror ubah total sistem tampil luar dalamny jadi lebih gagah modern banget tapto kirimterima uang sama semua dompet digital antar bank pesan cepat bas teknisi digital super lebih canggi banget desain kartu debit virtual lebih kekinianmodern pnggialn suaravidio lbih tinggi bnget
semua se simple itu pake dana,5,dana,semua simple pakai
tanpa sepengetahuan pemilik langsung transaksi 😡😡😡,1,dana,tahu milik cepat transaksi
bagus,5,dana,bagus
admin bisa hidup kan fitur saya di aplikasi dana. dana cicil,5,dana,admin hidup fitur cicil
sangat baik,5,dana,sangat baik
paling the Best aplikasiNya🥰🙏,5,dana,paling best aplikasi
bagus,5,dana,bagus
sangat puas,5,dana,sangat puas
sangat bgus,5,dana,sangat bagus
bagus sekali,5,dana,bagus sekali
aktif kan dana instan,5,dana,aktif instan
aplikasi aman tidak ada potongan,5,dana,aman potong
bagus,5,dana,bagus
the best,5,dana,best
tolong kembalikan Saldo Sya,1,dana,kembali saldo
semoga kedepanya akan baik lagi dan makin sukses,5,dana,moga depa baik makin sukses
tidak bisa mentransfer,2,dana,transfer
tidak bisa login,1,dana,login
sangat berguna,5,dana,sangat guna
"semakin sembrono melakukan transaksi tanpa persetujuan dari pemilik, otw uninstall aplikasi dana pindah ke ewalet lain, semakin gak nyaman memakai aplikasi dana, sering melakukan transaksi tanpa persetujuan, tepatnya tanggal 25 Desember 2025 saya tidak melakukan transaksi pembelian pulsa tiba-tiba pihak dana melakukan transaksi tanpa persetujuan dari saya, gimana rasa kenyamanan konsumen sekarang Uda gak ada lagi kenyamanan setelah kejadian seperti ini",1,dana,makin sembrono laku transaksi tuju milik uninstal pindah ewalet makin aman pakai sering laku transaksi tuju tepat tanggal desember laku transaksi beli pulsa tibatiba pihak laku transaksi tuju rasa nyaman konsumen sekarang nyaman jadi
apliksi jelek padahal sudah ada sandi dan verifikasi wajah itu sudah cukup kuat buat login mlah kode otp. jadi kalau nomer nya sudah gk aktif kasian yang ada saldo nya,1,dana,apliksi jelek sandi verifikasi wajah cukup kuat buat login mlah kode jadi kalau nomor aktif kasi saldo
baik,5,dana,baik
bagus sekali,5,dana,bagus sekali
Mudah Simpel & Gampang Saat transaksi,5,dana,mudah simpel gampang transaksi
saya ko gk bisa pake dana cicil,3,dana,pakai cicil
Sudah lama pakai dana tidak ada dana cicil nya di aplikasi bangkai aplikasi tolol,1,dana,lama pakai cicil bangkai buruk
kenapa ya fitur dana cicil ga muncul padahal pemakaian setiap Hari bahkan sampai limit 40jt,5,dana,fitur cicil muncul pakai hari bahkan limit
godd,4,dana,
dompet serba bisa,4,dana,dompet serba
"untuk saat ini cukup baik,terima kasih.",4,dana,cukup baikterima kasih
mantap,5,dana,bagus
baik,4,dana,baik
bagus,4,dana,bagus
kenapa dana saya tidak bisa di bukak... kenapa kembali ke menu lagi. tolong beri ulasannya kak,5,dana,bukak menu beri ulas
mantap,5,dana,bagus
bagus,5,dana,bagus
kalau bisa di upgrade lagi ke versi terbaru terimakasih,5,dana,kalau upgrade versi baru terimakasih
min mau tnya kenapa dana saya blm di kembalikan terkait untuk pembelian paket yg gagal.,4,dana,tnya kembali kait beli paket gagal
top,5,dana,
bagus sekali,4,dana,bagus sekali
Muaaaantap..,5,dana,muaaaantap
bagus,5,dana,bagus
"mau hapus data ktv di akun dana, karna sudah tidak terpakai",5,dana,hapus data akun pakai
maaf knpa aku buka dana dompet kok ngk bisa masuk login warna hitam ngk bisa buka dana dompet digitalku mohon bantuanya 🤘,2,dana,maaf knpa buka dompet masuk login warna hitam buka dompet digital mohon bantuanya
bagus banget,5,dana,bagus banget
bagus dan simple cepat gak ribet pokok e uenak ws punya ap dana,5,dana,bagus simple cepat rumit pokok uenak punya
biasa2 saja,5,dana,biasa
sangat sangat membantu,5,dana,sangat sangat bantu
good,5,dana,good
"saldo saya tibo"" hlng disedot tiktok mohon pengembalian dana nya🙏",1,dana,saldo tibo hlng sedot tiktok mohon kembali
saya sangat suka sekali permainan macam2,5,dana,sangat suka sekali main macam
good...,5,dana,good
knpa dana cicil ada tapi tidak bisa di gunakan,5,dana,knpa cicil guna
bagus,5,dana,bagus
love you,5,dana,love
kenapa kode verifikasinya tidak di kirim oleh pihak dana?? sinyal aman dan tidak ada masalah dengan emailnya apakah lupa mengirimkan kode verifikasinya???,1,dana,kode verifikasi kirim pihak sinyal aman masalah email lupa kirim kode verifikasi
kedepannya kalo ada yang salah top up/atau tf ke akun dana yang tidak terdaftar bisa di bantu kembalikan uangnya kasihan yang lagi butuh buat bayar sesuatu jadinya gajadi,1,dana,depan kalo salah upatau akun daftar bantu kembali uang kasihan butuh buat bayar jadi gajadi
dibantu akun,3,dana,bantu akun
mantap,4,dana,bagus
bagus dan sangat membantu sekaLi,5,dana,bagus sangat bantu sekali
tolong di permudah untuk bisa pakai dana cicil lagi,5,dana,mudah pakai cicil
ok,5,dana,
kalau bisa dana cicilnya tida dibekukan,5,dana,kalau cicil tida beku
bagus,5,dana,bagus
sangat membantu,5,dana,sangat bantu
sangat membantu,5,dana,sangat bantu
kenapa pas udah di update malah ngebug . tolong di perbaiki,3,dana,update malah baik
bagus,5,dana,bagus
mantap,5,dana,bagus
bagus sekali,5,dana,bagus sekali
sangat bagus dan amanah,5,dana,sangat bagus amanah
Mantap banget,5,dana,bagus banget
"bgs,cuma saat uang sudah di pake tidak berubah di saldo,dan sering membuat terkecoh",4,dana,bgscuma uang pakai ubah saldodan sering buat kecoh
baguss bgt,5,dana,bagus banget
terbaik,5,dana,baik
dana aplikasi oke cuma mau nanya pa bos utk menu dana cicilan gimana caranya biar muncul,5,dana,cuma tanya menu cicil cara biar muncul
bagus ko,5,dana,bagus
"tf via dana emang cakep , bagus",5,dana,memang cakep bagus
respon cepat teransaksi lancar,5,dana,respon cepat teransaksi lancar
sangat baik Terima kasih,5,dana,sangat baik terima kasih
terima kasih sangat membantu,5,dana,terima kasih sangat bantu
kasih fitur celengan perak dong kaya celengan emas,5,dana,kasih fitur celengan perak kaya celengan emas
👍,5,dana,
Coba dulu kak..,5,dana,coba
dana bisnis berhasil belum keluar nunggu 3 minggu nanya diana bisnis gak di tanggapi nanya pusat nanya ke diana bisnis,1,dana,bisnis hasil keluar tunggu minggu tanya ana bisnis tanggap tanya pusat tanya ana bisnis
oke mantap,5,dana,bagus
tolong hapus akun imetools dan refund nya di permudah🙏 kecewa dgn apk dana yg sekarang tiba-tiba ada notifikasi pembayaran dan itu 2x di tgl dan jam yg sama🙏,1,dana,hapus akun imetools refund mudah kecewa sekarang tibatiba notifikasi bayar sama
sangat oke,5,dana,sangat
apalah udh di update masih aja kg ada dana cicil hadeh,1,dana,apa update cicil buruk
lebih aman,4,dana,lebih aman
saya butuh dana instan,5,dana,butuh instan
ok,5,dana,
luar biasa,5,dana,luar biasa
good job,5,dana,good
baik,5,dana,baik
mantapppp dan cepat,5,dana,bagus cepat
aflikasi nya sanget berguna,5,dana,aflikasi sanget guna
tidak bisa di gunakan,1,dana,guna
saya suka,5,dana,suka
"4 bintang dulu, soalnya login nya gagal bae",4,dana,bintang soal login gagal
"tidak bertanggung jawab atas hilangnya uang saya sebesar Rp.370000, kapok pake ini aplikasi",1,dana,tanggung jawab atas hilang uang besar kapok pakai
"transaksi keuangan yg aman mudah,dan fleksibel dari berbagai flatform serta kondisi layanan instan dalam satu aplikasi yang terkoneksi pada jaringan perangkat smartphone",5,dana,transaksi uang aman mudahdan fleksibel bagai flatform kondisi layan instan satu koneksi jaring perangkat smartphone
great for transaksi,5,dana,great transaksi
"KECEWA ,MAU HAPUS AKUN DANA UDAH BERAPA KALI GABISA GABISA ,ALASAN KEAMANAN APA GAJELAS",1,dana,kecewa hapus akun berapa sering alas aman jelas
bagaimana cara melepaskan akun yg terhubung di protexction,3,dana,cara lepas akun hubung protexction
dana cicil saya GK muncul tolong muncul kan,5,dana,cicil muncul muncul
tapi lelet,2,dana,lelet
sangat membantu buat transaksi,5,dana,sangat bantu buat transaksi
sangat bermanfaat sekali,5,dana,sangat manfaat sekali
sangat sempurna bos,5,dana,sangat sempurna
puas,5,dana,puas
bagus,5,dana,bagus
dana cicil saya tidak bisa dibuka,5,dana,cicil buka
sangat membantu,5,dana,sangat bantu
sangat gampang dan nyaman,5,dana,sangat gampang aman
"Setiap buka dana bisnis selalu terjadi kesalahan, udah ku refresh sampe download lagi berkali kali tetep gabisa, padahal dana juga udh premium, padahal aplikasi pembayaran online tapi kok bug masih banyak, kalah sana aplikasi e wallet diluar sana yang transaksi ga dipersulit kayak si dana ini, masa cuma mau buat dabis baru buka aja udah terjadi kesalahan, sampe muak gue jujur padahal qriss itu dibutuhkan buat UMKM kayak gue tapi malah berujung kayak gini, fix dulu lah apk lo sebelum di rilis.",1,dana,buka bisnis selalu jadi salah refresh sampai download kali sering premium bayar online banyak kalah wallet luar transaksi sulit kayak masa cuma buat dab baru buka jadi salah sampai muak jujur qris butuh buat umkm kayak malah ujung kayak gin rilis
transaksi jadi mudah,5,dana,transaksi jadi mudah
masa nggak cepat untuk pembayaran,5,dana,masa cepat bayar
"gimana ini min saya sabar karna ngira memang bug tapi sampe sekarang gabisa transfer bikin susah buat ngapa ngapain, gabisa klaim hadiah harian juga hadeh",1,dana,sabar ngira memang sampai sekarang transfer buat susah buat ngapa ngapain klaim hadiah hari buruk
oke,5,dana,
salah kirim dana ke orang yang nomernya udah bertahun² ga aktif tapi berhasil,2,dana,salah kirim orang nomor tahun aktif hasil
saldo saya di sedot google Play,1,dana,saldo sedot google play
antap,5,dana,antap
👍👍👍,5,shopeepay,
"mantap aplikasinya ,, usaha ku lebih mudah bertransaksi",5,shopeepay,bagus aplikasi usaha lebih mudah transaksi
sangat baik,5,shopeepay,sangat baik
toppp mantulll shopie.. is the besss,5,shopeepay,bagus shopie
saran saya tolong tambahkan DANA untuk pilihan bank nya,5,shopeepay,saran tambah pilih bank
aplikasi yg membantu,5,shopeepay,bantu
ok,5,shopeepay,
"spinjam di lunasi 4 bulan sebelumnya, niat untuk menaikkan limit, tiba"" akun langsung di bekukan sementara, chat cs cuma di suruh nunggu, hadehh",1,shopeepay,spinjam lunas bulan belum niat naik limit tiba akun cepat beku chat customer service cuma suruh tunggu buruk
ok,5,shopeepay,
ok,5,shopeepay,
mantap,5,shopeepay,bagus
gak ribet,5,shopeepay,rumit
good,5,shopeepay,good
bagus,5,shopeepay,bagus
apk korup masak isi saldo 125 udh bayar admin jg eh msuknya saldo 124 korup korup.. 👎👎👎,3,shopeepay,korup masak saldo bayar admin msuknya saldo korup korup
oke tapi saya belum menggunakan,5,shopeepay,
👍👍,5,shopeepay,
"maaf, saya pendatang baru. sepertinya sangat menarik, smoga bermamfaat",5,shopeepay,maaf datang baru seperti sangat tarik smoga bermamfaat
mantep min gw buat redem DM ff,5,shopeepay,mantep buat redem
mudah digunakan,5,shopeepay,mudah guna
mantap,5,shopeepay,bagus
bagus,5,shopeepay,bagus
jos,5,shopeepay,
ok,5,shopeepay,
"mantap, gampang digunakan!",5,shopeepay,bagus gampang guna
baik cepat,5,shopeepay,baik cepat
membantu buat transaksi pembayaran,5,shopeepay,bantu buat transaksi bayar
TDK seperti di spam yg kata nya mudah tapi ujung ujung nya TDK ada realisasi,1,shopeepay,spam kata mudah ujung ujung realisasi
cocok juga di gunakan sebagai dompet digital,5,shopeepay,cocok guna dompet digital
ok,5,shopeepay,
"mudah digunakan, apalagi ada cicilan 0 % terimakasih shoppepay",5,shopeepay,mudah guna cicil terimakasih
sangat bagus.dan membantu,5,shopeepay,sangat bagusdan bantu
mudah dalam belanja,5,shopeepay,mudah belanja
Terimakasih sangat puas dan sesuai kebutuhan,5,shopeepay,terimakasih sangat puas sesuai butuh
godd,5,shopeepay,
menarik,5,shopeepay,tarik
sangat membantu....,5,shopeepay,sangat bantu
"sangat memudahkan untuk transfer kemana saja, tidak ada biaya admin dan masih banyak keuntungan lain nya, yukk instal Shopee pay sekarang jugaaa 😍😍",5,shopeepay,sangat mudah transfer biaya admin banyak untung instal shope sekarang
"tempat bagus dan praktis juga harganya terjangkau🎉program & internalnya lebih bekerja dengan oke,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses menu menunya.Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk/tidak stabil,terkadang loading nya lambat banget dan cuma berputar putar saja. Mungkin cuma hal yang biasa terjadi di apps ini dan yang lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya🎉🎉",5,shopeepay,tempat bagus praktis harga jangkau program internal lebih kerja okebebas iklanbugataupun lelet enak jalan akses menu menu sayang sering pakai kadang sulit buka koneksi buruktidak stabil terkadang load lambat banget cuma putar putar mungkin cuma biasa jadi lain sesuai alam transaksi sukses masuk bagus benah segala
"belanja murah shopee aja,thx shoppe",5,shopeepay,belanja murah shope ajathx shoppe
uang saya hilang 2juta jngn pernah download,1,shopeepay,uang hilang juta jngn pernah download
good,5,shopeepay,good
mantap,5,shopeepay,bagus
aplikasinya sangat membantu dalam pembayaran dll,5,shopeepay,aplikasi sangat bantu bayar
bagus,5,shopeepay,bagus
aplikasi ini sangat bagus,5,shopeepay,sangat bagus
"kapan bisa buat bayar grab ,dan tarik tunai di atmi",4,shopeepay,kapan buat bayar grab tarik tunai atmi
belum bisa,3,shopeepay,
good,5,shopeepay,good
good,5,shopeepay,good
Tempat belanja online.,5,shopeepay,tempat belanja online
klo bikin aplkasi yg ngotak masukin akun kaya masukin ornh ke neraka,1,shopeepay,buat aplkasi ngotak masuk akun kaya masuk ornh neraka
oke banGet,4,shopeepay,banget
bagus,5,shopeepay,bagus
"Suka praktis oke juga harga terjangkau, program & internalnya lebih fleksibel,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika pakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil,biasa loadingnya lambat banget dan cuma berputar-putar saja. mungkin beberapa hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi setiap eror.",5,shopeepay,suka praktis harga jangkau program internal lebih fleksibelbebas iklanbugataupun lelet enak jalan akses smua menu sayang sering pakai kadang sulit buka koneksi buruk stabilbiasa load lambat banget cuma putar mungkin biasa jadi lainlainnya sesuai alam transaksi sukses masuk bagus benah error
Sangat membantu sesuai kebutuhan.,5,shopeepay,sangat bantu sesuai butuh
ok good,5,shopeepay,good
"aplikasi nya bagus, lancar. tampilan jg ok. byk kegunaan dn sgt membantu.",5,shopeepay,bagus lancar tampil guna bantu
sangat bermanfaat,4,shopeepay,sangat manfaat
bagua,5,shopeepay,bagua
sangat puas,5,shopeepay,sangat puas
harga terjangkou,4,shopeepay,harga terjangkou
Top,5,shopeepay,
memudahkan,5,shopeepay,mudah
sippp,5,shopeepay,
Mantap,5,shopeepay,bagus
pokok nya keren dan bermanfaat bnget,5,shopeepay,pokok keren manfaat bnget
Sangat membantu,5,shopeepay,sangat bantu
bermamfaat,5,shopeepay,bermamfaat
"tempat bagus dan praktis juga harganya terjangkau🎉program & internalnya lebih bekerja dengan oke,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses menu menunya.Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk/tidak stabil,terkadang loading nya lambat banget dan cuma berputar putar saja. Mungkin cuma hal yang biasa terjadi di apps ini dan yang lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya🎉🎉",5,shopeepay,tempat bagus praktis harga jangkau program internal lebih kerja okebebas iklanbugataupun lelet enak jalan akses menu menu sayang sering pakai kadang sulit buka koneksi buruktidak stabil terkadang load lambat banget cuma putar putar mungkin cuma biasa jadi lain sesuai alam transaksi sukses masuk bagus benah segala
